"","label","text","rule_name","comment_number","proposition_number"
1560,"u","Those types of rules seem like the logical follow-up to rules surrounding peanut allergies.","apr",342,6
1561,"u","I am a little skeptical that DOT has the power to implement this peanut ban.","apr",352,0
1562,"n","I would think that since Congress took away funding the last time that DOT tried to get rid of peanuts and DOT implicitly agreed to not take away peanuts, that DOT could not implement a peanut ban without Congress' express authorization.","apr",352,1
1563,"u","At the very least, I think the DOT needs much more legally based response to this question then is currently included in the notice of proposed rulemaking.","apr",352,2
1564,"u","It would seem to me that DOT is playing a little fast and loose with the idea that just because Congress hasnt put the ban in place again, it must not want the ban.","apr",352,3
1565,"u","It would seem to me that Congress would not have any reason to cut off funding over peanuts, if DOT hasnt tried this stunt since 1999.","apr",352,4
1566,"u","Also, the notice talks about Congress requiring a peer reviewed study about the effects of peanuts on planes.","apr",352,5
1567,"u","If so, why is it not included in the notice.","apr",352,6
1568,"u","I am not saying that the peanut ban is bad,","apr",352,7
1569,"n","but there are rules","apr",352,8
1570,"n","and it doesnt appear that DOT is playing by them.","apr",352,9
1571,"u","That's ridiculous.","apr",356,0
1572,"u","I agree that there needs to be some compensation for those who use miles.","apr",356,1
1573,"u","Also, airlines' refusal to put people on other airlines' flights has long annoyed me.","apr",356,2
1574,"u","I feel all airlines should be required to include one free checked bag up to 50 pounds per person per ticket.","apr",357,0
1575,"u","Anyone traveling by air is usually going somewhere where they need to bring luggage.","apr",357,1
1576,"u","Airplanes, in general, are not ""commuter"" vehicles to go get a coffee or go to work for the day.","apr",357,2
1577,"u","Most people are going somewhere at least overnight and obviously can not bring their car with them on the plane!","apr",357,3
1578,"u","Also, I feel the more luggage ""carried on"" increases the security risk.","apr",357,4
1579,"u","The fees for checked bags encourage people to carry more on which increases the risk of something ""harmful"" slipping onto the plane.","apr",357,5
1580,"u","One free checked bag of 50 pounds or less is not unreasonable.","apr",357,6
1581,"u","There should be no discrimination in how a passenger is bumped or compensated just because they may have paid less for a ticket or used frequent flyer miles.","apr",361,0
1582,"n","Airline tickets are not lottery tickets.","apr",361,1
1583,"u","One does not purchase a ticket hoping to reach a certain destination.","apr",361,2
1584,"u","Same as if one pays $4 for a cup of coffee or $1, the cup is supposed to have coffee in it.","apr",361,3
1585,"u","The price does not dictate that ""maybe"" you will get the product or service.","apr",361,4
1586,"n","Also, the airline decides what prices or miles are used to purchase a promise to get you from point A to point B.","apr",361,5
1587,"u","If they can not afford to give  a ticket for that price, they should not sell it.","apr",361,6
1588,"u","When you reserve a ticket, the assumption is that you will be taken from point A to point B by the times given by the airline.","apr",361,7
1589,"u","A passenger does not purchase a ticket just to see if maybe they can get somewhere because they have nothing better to do.","apr",361,8
1590,"u","If compensation is not high enough, the airlines will not have an incentive to schedule properly.","apr",361,9
1591,"u","It is not fair to allow airlines to discriminate against lower fared passengers or ""free"" passengers","apr",361,10
1592,"n","since it is the airline, not the passenger or government, who gave that passenger a seat.","apr",361,11
1593,"n","Otherwise, airlines can advertise low fares or con you into using them to build up your ""miles"" and then always bump you for someone who paid more.","apr",361,12
1594,"u","In away,it is the same as being able to increase your ticket price anytime after purchase.","apr",361,13
1595,"n","When you are bumped, there are a lot of hidden extra costs .","apr",361,14
1596,"u","It irks me that airlines seem to be treating passengers more and more as if they have nothing better to do but wait around in airports and not get to where the airline promised to bring them.","apr",361,15
1597,"n","Again, the airline sets the agreed price or miles for a seat, no one else.","apr",361,16
1598,"u","The incentives to the airline should be to get all confirmed passengers  to the destination promised.","apr",361,17
1599,"u","As I read through all the comments opposed to the peanut ban, I am amazed as to why some people feel it's more important to fight for the right to consume the snack of their choice, over the chance to help protect the life of another human being.","apr",366,0
1600,"n","It is a fact that peanuts DO KILL people.","apr",366,1
1601,"n","Yes, it is a small percentage of the current population -","apr",366,2
1602,"n","And keep in mind, peanut allergies have doubled over the last five years.","apr",366,3
1603,"u","So perhaps it will not be such a small percentage soon.","apr",366,4
1604,"u","I think it is a sad statement on our society that this even is a debatable issue.","apr",366,5
1605,"u","I would support a complete ban of peanuts and peanut products on aircraft carriers, as they are a confined, temporary space with no access to emergency medical assistance.","apr",366,6
1606,"u","Airplanes are different than airports, restaurants, taxis and other places that people have mentioned where a ban would not be necessary.","apr",366,7
1607,"u","In the future, I would also support a ban of ANY SUBSTANCE proven to cause death ...","apr",366,8
1608,"n","peanuts are not the only food.","apr",366,9
1609,"n","Tree nuts and shellfish can be just as deadly.","apr",366,10
1610,"u","And if it was proven that perfume, body odor or bad breath  was shown to cause death, then yes, those should be banned as well.","apr",366,11
1611,"n","It will not kill anyone to NOT EAT peanuts during the course of one flight.","apr",366,12
1612,"n","I WILL KILL someone with food allergies if they accidentally do.","apr",366,13
1613,"e","On a very recent trip for a 3-week stay the outbound trip was marred by the airline losing the bag for nearly three days.","apr",370,0
1614,"e","It was delivered to where I was staying 70 miles from the airport.","apr",370,1
1615,"e","The bag was damaged beyond repair","apr",370,2
1616,"e","the pull out handle was broken off -","apr",370,3
1617,"e","airline says it isn't covered.","apr",370,4
1618,"e","I had no vehicle to take the bag to their claim office - a 140 mile round trip in the state with the most expensive gasoline.","apr",370,5
1619,"e","I made a specific request that at a minimum my bag fee be refunded","apr",370,6
1620,"e","since I had to do without my belongings for almost three days.","apr",370,7
1621,"e","They flatly refused.","apr",370,8
1622,"u","I support a rule which would force a refund of any bag fee in the case of damage or delay.","apr",370,9
1623,"e","On a shorter trip I had only a carry-on which heeds the airline size limits.","apr",370,10
1624,"e","However, I was seated near the front and apparently people seated in the rear left their bags near the front.","apr",370,11
1625,"e","There were no forward spaces remaining when my group boarded.","apr",370,12
1626,"u","I don't know what might be the solution to that.","apr",370,13
1627,"u","As the mother of a severe peanut allergic child who has had an episode on an airplane that required epinephrine I would like to stress how important it is to remove all peanuts and peanut products from the plane.","apr",375,0
1628,"n","Even traces of peanut butter left on the tray table can pose a threat to someone with a severe peanut allergy.","apr",375,1
1629,"u","It is also important for crew to alert passengers through a public announcement and ask them not to eat peanuts that they have brought on board.","apr",375,2
1630,"n","This is becoming more common as airlines cut down on food service.","apr",375,3
1631,"u","America airlines are the worst in assisting passengers with peanut allergies.","apr",375,4
1632,"u","Airlines need to do what most schools today do:","apr",375,5
1633,"u","ban all peanut products","apr",375,6
1634,"u","and ban people from bringing peanuts and peanut products onto the plane.","apr",375,7
1635,"u","Flying is not a choice,","apr",375,8
1636,"u","it is often a necessity.","apr",375,9
1637,"u","It is hard to believe that this issue is even up for debate.","apr",375,10
1638,"u","If you take your daughter on a flight knowing that they serve peanuts, and knowing that her reactions are so severe, then you have created the problem, and that emergency landing should come out of your pocketbook.","apr",378,0
1639,"u","Consider that before you infringe upon the rights of hundreds of others to cater to your needs.","apr",378,1
1640,"u","Carry an epi pen or use alternate transportation rather than expecting the world to bow to your needs.","apr",378,2
1641,"u","It's simply not realistic.","apr",378,3
1642,"u","How about people with gluten allergies...","apr",379,0
1643,"u","we better ban pretzels too...","apr",379,1
1644,"u","This isn't a DOT issue,","apr",379,2
1645,"u","it's not a disability issue like a person that needs a ramp for a wheelchair,","apr",379,3
1646,"u","it's a common sense issue that requires the person with the disability to prepare for the isolated emergency by taking proper steps like an epi pen, or an allergy tablet, the same as they would anywhere else, rather than expecting a controlling governmental agency to impose more bans that in effect infringe upon the rights of far more people...","apr",379,4
1647,"u","things have gotten far out of control.","apr",379,5
1648,"n","I know two people exactly like this that have been able to work the system well enough to get such placards when they don't deserve or require them,","apr",379,6
1649,"u","they're in fact lazy.","apr",379,7
1650,"u","At some point, this nonsense has to stop.","apr",379,8
1651,"u","I've long believed that airlines purposely don't announce delays because of the consequences of doing so.","apr",383,0
1652,"n","If a flight is delayed due to weather the airline has no obligation to provide any remedy to the affected passengers.","apr",383,1
1653,"n","Whereas a delay due to a mechanical problem may require compensation or accommodation be made.","apr",383,2
1654,"u","I support an outright ban.","apr",391,0
1655,"u","First, simply as a peanut allergy sufferer, a key travel worry of mine would be allayed.","apr",391,1
1656,"u","Second, either the creation of a buffer-zone or removal of peanuts base on a passenger's request is impractical.","apr",391,2
1657,"u","Finding appropriate seat arrangements for everyone is completely impractical and time-consuming, delaying take-off.","apr",391,3
1658,"u","It also distracts flight attendants from completing their job.","apr",391,4
1659,"u","Second, among all of the other things a passenger needs to be keep in mind when traveling, notifying the airline of a peanut allergy should not be one of them.","apr",391,5
1660,"u","One possible solution is to have a little box checked off when booking a ticket to indicate a peanut allergy.","apr",391,6
1661,"u","But given the myriad of ways in which tickets are booked and purchased today, this is unlikely to be completely successful.","apr",391,7
1662,"u","The most practical solution is to just ban them on flights.","apr",391,8
1663,"u","The decision is not based on the risk to allergy and non-allergy passengers, but the costs of different solutions.","apr",391,9
1664,"u","It seems that so many people on this forum want perfect, cushy, super-convenient, AND inexpensive airline travel.","apr",393,0
1665,"u","Unfortunately, that is IMPOSSIBLE.","apr",393,1
1666,"u","Since airlines have to be competitive AND make a profit for their investors, things will NOT be perfect.","apr",393,2
1667,"n","Also, since people are human,","apr",393,3
1668,"u","there will be errors made by airline personnel.","apr",393,4
1669,"u","Some of these comments just sound like people want to do what they want  but yet get 100% of their fare refunded regardless if the airline is able to sell that seat or not.","apr",393,5
1670,"u","In other words, it sounds like ""to hell with the airlines"".","apr",393,6
1671,"u","Remember, the more regulations government puts on companies, the more prices go up.","apr",393,7
1672,"u","the DOT is just recognizing a product that is being provided by companies that pose a serious threat to a fairly large number of people.","apr",401,0
1673,"n","Most other products aboard flights are considered non-allergenic or do not have particulates that become airborne","apr",401,1
1674,"n","which is the case with the bagged peanuts.","apr",401,2
1675,"u","Also, finding another mode of transportation is not an option for me as I might be the Captain on your flight one day.","apr",401,3
1676,"u","I would think that suggestion is not realistic.","apr",401,4
1677,"u","I understand that for those who do not have that or an allergy it might seem ""overblown""","apr",401,5
1678,"u","but I can assure you that overall, it is not.","apr",401,6
1679,"u","It is simply a desire to eliminate a #1 food allergy product that can become airborne in a small, pressurized aluminum  tube.","apr",401,7
1680,"n","Yes, perfumes and many other products are allergens, most would be classified as irritants and are not life threatening.","apr",402,0
1681,"n","Peanuts are in a unique class of allergen that is quite widespread among the general population that has airborne particulate and that can be life threatening.","apr",402,1
1682,"u","This is about documents risk mitigation for a voluntary product provided by a company.","apr",402,2
1683,"u","You articulated that very, very well.","apr",403,0
1684,"u","Welcome to my world as a severe peanut allergy sufferer and airline Captain.","apr",403,1
1685,"e","I have been dealing with this for over 22 years!","apr",403,2
1686,"u","I am yearning for the day  that I do not have to tell, an incredulous, flight attendant that I need a peanut free zone if I have to travel in the cabin!","apr",403,3
1687,"n","The problem has increased over the years with the advent of more efficient turbofan engines.","apr",404,0
1688,"n","It was found that excessive bleed air extraction from the engines  consumes more fuel than recirculating the air.","apr",404,1
1689,"n","Unlike the ""coal burners"" of the past, modern jets recirculate much more of the air.","apr",404,2
1690,"n","Yes, they go through filters","apr",404,3
1691,"u","but it is quite noticeable when those filters need to be changed, airflow decreases dramatically.","apr",404,4
1692,"n","With airlines scrambling to make money, non safety related items take a back seat and those expensive filters, I believe, are not changed as often.","apr",404,5
1693,"u","Also, your point about the number of people that died aboard a flight is only part of the question.","apr",404,6
1694,"u","Airport Crash Fire and Rescue facilities would be a valuable asset for those statistics as they are the ones to meet a flight if a passenger was ill.","apr",404,7
1695,"n","Yes, most airlines pay flight crew members scheduled flight time or actual time away from the gate whichever is more.","apr",405,0
1696,"n","Eg. if a flight is scheduled for 2 hours ""block to block""  but it takes 3 to fly it, the crew gets 3.","apr",405,1
1697,"n","If the flight leaves that gate and returns 2.5 hours later, most airlines only pay that crew either the 2.0 scheduled  or much less.","apr",405,2
1698,"u","For most crewmembers, the notion that 1 hour at the gate, 2.5 hours of sitting on that taxiway and only get paid for 2 is not very palatable.","apr",405,3
1699,"n","Whereas sitting for 2.5 hours then fly 2 totals 4.5.","apr",405,4
1700,"u","It is mostly the pay structure of pilots or flight attendants that poorly designed.","apr",405,5
1701,"u","Most people would balk at the notion of working 4.5 hours and getting paid for 2.","apr",405,6
1702,"u","I also agree with others who have suggested that if the airline changes your itinerary after you've paid, you should have the right to get a full refund on that trip.","apr",411,0
1703,"u","I think these are appropriate for both foreign and domestic flights, and should be part of the carriers contract of carriage.","apr",411,1
1704,"u","For those arguing that regulating the industry will raise prices, I'd suggest they look at the history of other regulated injuries.","apr",411,2
1705,"u","Often the changes industry have had to implement to comply with government regulations have led to them becoming more efficient organizations.","apr",411,3
1706,"n","And in these cases prices have gone down not up.","apr",411,4
1707,"n","Remember, the airlines are not just carrying cargo, they're transporting human beings.","apr",411,5
1708,"u","And it's important that there be enforceable standards for how these humans are to be treated when in the sky.","apr",411,6
1709,"u","I, for one, am happy to see the end of this ""Wild West"" of the American airline industry.","apr",411,7
1710,"u","You make an excellent point!","apr",412,0
1711,"u","I hope this is also considered by the DOT","apr",412,1
1712,"u","no one expects perfection.","apr",413,0
1713,"u","But the way slots are allotted at airports has created monopolies in many markets.","apr",413,1
1714,"u","So there is, in reality, no ""competition"" which would solve the problems consumers are having in the air.","apr",413,2
1715,"u","Its time for the government to step in and make sure that passengers are treated respectfully and that codes of conduct are standardized across the industry.","apr",413,3
1716,"n","If you look at the history of other industries you'll find that government regulations have not caused prices to rise.","apr",413,4
1717,"n","In fact, regulations have forced these industries to be more efficient and prices have actually dropped.","apr",413,5
1718,"u","So I think this argument is a spurious one.","apr",413,6
1719,"u","The DOT should require posting of occupancy based rates similarly to the posting of one way fares.","apr",414,0
1720,"u","The purchase price quoted should be the purchase price.","apr",414,1
1721,"u","The idea that a consumer could purchase a product and weeks or months later after vacation time has been booked at work and other plans made, the price could be increased is absolutely wrong.","apr",414,2
1722,"u","The only additions to an airfare should be government mandated taxes and fees.","apr",415,0
1723,"u","Surcharges should not be allowed in any case.","apr",415,1
1724,"n","Fuel, for example, is part of the airline's basic cost.","apr",415,2
1725,"u","It should not be an add on to a fare, but part of it.","apr",415,3
1726,"u","If an airline wants to charge more on a certain day, the base fare should include that charge.","apr",415,4
1727,"u","It should never be added on.","apr",415,5
1728,"u","And the proposed rule that the total fare be shown is the only appropriate way to avoid deceptive practices.","apr",415,6
1729,"u","If an airline wishes to inform a customer about the cost of taxes, is should be allowed to list the base fare before taxes in no greater than 1 or 2 the typeface of the total fare along with the total fare.","apr",415,7
1730,"e","I have been allergic to peanuts for nearly 40-years!","apr",419,0
1731,"e","I typically fly Southwest Airlines - a leading airline in distributing peanuts to passengers as THE ONLY SNACK on many of their flights.","apr",419,1
1732,"e","After a typical flight, I will have itchy, watery eyes sometimes to the point where I can barely keep my eyes open.","apr",419,2
1733,"u","Luckily my allergy is not AS BAD as many -","apr",419,3
1734,"u","but I can empathize with those with worse conditions.","apr",419,4
1735,"e","In Southwest's defense, if I would call ahead of time and inform them I was allergic to peanuts they would gladly air out the aircraft and refrain from serving peanuts on my flight.","apr",419,5
1736,"u","Although I am not against the idea of peanuts being restricted from all flights,","apr",419,6
1737,"u","I do appreciate people's comments regarding the absurdity of such an all-encompassing rule.","apr",419,7
1738,"u","I think an effective and simple solution might be to ask passengers either verbally when tickets are purchased person-to-person, or via a question prior to an e-ticket purchase that asks the traveler if they are allergic to peanuts.","apr",419,8
1739,"n","If yes - then that particular flight can be aired out of prior peanuts and peanuts not served on that flight.","apr",419,9
1740,"u","I look forward to seeing the outcome to this issue.","apr",419,10
1741,"u","The notification isn't so much a problem at most airports.","apr",421,0
1742,"n","The electronic boards are usually updated minute by minute.","apr",421,1
1743,"u","The problem is that the airlines will say ""Flight 100, delayed till 7:00pm."" then ""Flight 100, delayed till 7:05pm"".","apr",421,2
1744,"n","And so on and so forth.","apr",421,3
1745,"u","They're notifying everyone...with completely useless information.","apr",421,4
1746,"u","Forcing them to do so more frequently isn't going to fix a thing.","apr",421,5
1747,"u","Forcing them to come up with an accurate estimate is what is needed.","apr",421,6
1748,"u","If you charge for a service , and do not provide that service... then a refund is in order.","apr",422,0
1749,"n","Package services refund based on service actually rendered,","apr",422,1
1750,"u","Two hours is reasonable in most cases.","apr",422,2
1751,"u","It depends on the passenger, and may require more complex itenerary tracking.","apr",422,3
1752,"e","On a flight to Hawaii, my bag was delayed about 4 hours, and delivered to my hotel.","apr",422,4
1753,"u","No big deal.","apr",422,5
1754,"u","If I had been flying somewhere to take a cruise, that could have been a very big deal.","apr",422,6
1755,"n","Some carriers already do this, in certain circumstances.","apr",422,7
1756,"e","I have been able to get refunds from regional carriers for taking a bus.","apr",422,8
1757,"e","It is, however, impossible to get this information from the central reservations number ,","apr",422,9
1758,"u","and the lines at the airport are usually so long that it's almost impossible to talk with anyone FROM the regional carrier to find out if the refund applies.","apr",422,10
1759,"u","Mandating it would simply enforce an already unwritten policy, and provide guidance to the central reservations people about what compensation is due.","apr",422,11
1760,"u","I think it needs to be spelled out.","apr",422,12
1761,"u","Particularly to include refunding frequent-flyer miles.","apr",422,13
1762,"u","At 2 cents a mile, you think they'd be more willing to give those back.","apr",422,14
1763,"n","Some travel sites already have on-time estimates.","apr",422,15
1764,"u","I think all carriers should provide that.","apr",422,16
1765,"u","Maybe a flight is cheap, but never actually takes off.","apr",422,17
1766,"u","What is so special about an international airline.","apr",422,18
1767,"u","Planes are planes, customers are customers.","apr",422,19
1768,"u","Just because you fly between countries doesn't mean that service is more difficult.","apr",422,20
1769,"u","The airline should, of course, only be responsible for the delivery of passenger and bags TO Immigration or Customs.","apr",422,21
1770,"n","If there is a hold in Immigration or Customs, that's a different government department to deal with.","apr",422,22
1771,"u","If the airlines decide to reduce benefits in the contract of carriage, that might actually be a good thing.","apr",422,23
1772,"u","Right now, it's a roll of the dice.","apr",422,24
1773,"n","You HAVE to stand in the 1 hour long service line","apr",422,25
1774,"n","because you MIGHT get a refund, or a few bucks...","apr",422,26
1775,"u","I'd rather know that it wasn't coming, and to give up and get a hotel, than to stand in the line and beg like a puppy for a treat.","apr",422,27
1776,"u","Customers should be able to sue the airline in any appropriate jurisdiction.","apr",422,28
1777,"u","If the airline doesn't have a lawyer in said jurisdiction, I'd hope they can FLY ONE THERE!","apr",422,29
1778,"u","I think all services should be listed.","apr",423,0
1779,"u","Including the real perks like $90 upgrade to first-class domestic.","apr",423,1
1780,"u","For a 'full fare' price, go back to what airlines provided during regulation days, and figure out what ammenities have been removed.","apr",423,2
1781,"u","Then list those.","apr",423,3
1782,"u","All airlines need to comply.","apr",423,4
1783,"n","Restaurants don't go out of business just because they list their prices on the menu.","apr",423,5
1784,"u","I don't think airlines will either.","apr",423,6
1785,"u","There's no truth to what you say about recycled air on planes.","apr",427,0
1786,"n","Contrary to your belief, fresh air is circulated in the cabin from the engine compressors, air conditioned , circulated through louvers, vents and those eyeball graspers above your seat.","apr",427,1
1787,"n","After that, about half is sucked out through the bottom of the fuselage;","apr",427,2
1788,"n","the remainder is run through filters to remove pollutants and particulants and mixed with fresh air again.","apr",427,3
1789,"n","The result is that the air in the cabin is cleaner than most public buildings,","apr",427,4
1790,"n","and it is completely exchanged every 2-3 minutes.","apr",427,5
1791,"u","There's no reason to restrict peanuts on any flight.","apr",429,0
1792,"n","The number of deaths per year due to anaphylaxis  is much, much smaller than other causes of death .","apr",429,1
1793,"u","People who actually suffer from a severe allergic reaction to peanuts know what precautions to take,","apr",429,2
1794,"u","and their condition should never infringe on the rights of others.","apr",429,3
1795,"u","If they can't deal with the risk they take every day, no matter where they are, then they should be living in a bubble.","apr",429,4
1796,"u","Instead of blaming others for their real or perceived allergy, they should take steps to desenstize themselves to peanuts,","apr",429,5
1797,"n","which can be done,","apr",429,6
1798,"n","as studies have shown.","apr",429,7
1799,"n","Even better, North Carolina Agricultural and Technical State University developed a way to remove the allergens from peanuts in 2007,","apr",429,8
1800,"u","so if the various food companies that process and market peanuts take an interest in licensing this technology, people can avoid any fear of allergic reactions from peanuts.","apr",429,9
1801,"n","You can read the press release here:","apr",429,10
1802,"u","You simply have no idea what you're talking about.","apr",430,0
1803,"n","There is no ""diagnosis rate"" of peanut allergies;","apr",430,1
1804,"u","there is a common, misguided belief that peanut allergies are rising and that any reaction to any food is an allergy.","apr",430,2
1805,"n","Unfortunately for you, you actually need to be observed and tested by a licensed, certified doctor for the presence of IgE antibodies to determine if you really have an allergy.","apr",430,3
1806,"u","Furthermore, if you really think that 1 in 100 having a true allergy to peanuts is huge, you're daft.","apr",430,4
1807,"u","That would be 1%, which is 3.3 million people in the U.S.-not a huge number at all.","apr",430,5
1808,"u","Far more people  are allergic to one or more types of dust,","apr",430,6
1809,"u","but you aren't proposing that the FAA should ban dust,","apr",430,7
1810,"n","since that's not possible without shutting down air travel altogether.","apr",430,8
1811,"u","Maybe we should just ban people with peanut allergies from flying;","apr",430,9
1812,"n","that would certainly solve your problem.","apr",430,10
1813,"n","With nearly 2 million peanut allergic people out there","apr",446,0
1814,"n","and the severely allergic classed under ADA protection,","apr",446,1
1815,"u","the airlines should not serve peanuts in any form on any flight.","apr",446,2
1816,"u","I am severely allergic as are my twin sons","apr",446,3
1817,"u","and we cannot fly without specific guarantees from the airline for our safety.","apr",446,4
1818,"n","Sorry, most ""studies"" don't draw any distinction between reported allergies and actual, clinically diagnosed allergies, with the possible exception of the language they use.","apr",449,0
1819,"u","Every one that I've read glosses over such distinctions,","apr",449,1
1820,"u","so you have to read them carefully to see how the ""study"" data was obtained.","apr",449,2
1821,"n","If not, then there's no way to confirm you have an allergy to them.","apr",450,0
1822,"n","You can be intolerant of peanuts,","apr",450,1
1823,"n","but that's not the same thing as an allergy,","apr",450,2
1824,"n","and allergies are not inherited.","apr",450,3
1825,"u","If you're looking for guarantees for safety from an airline or anything else, you're not going to get that, ever.","apr",450,4
1826,"u","You take risks like everyone else no matter what you do.","apr",450,5
1827,"n","And the ADA does not extend any protection to you,","apr",450,6
1828,"n","since allergies are not a disability.","apr",450,7
1829,"n","The courts have consistently ruled against this.","apr",450,8
1830,"n","No, there is no ADA protection for allergy sufferers, nor has there ever been.","apr",451,0
1831,"n","You already tried this argument in the previous comment section.","apr",451,1
1832,"u","If not, then you don't know he has an allergy;","apr",454,0
1833,"n","you have only anecdotal evidence,","apr",454,1
1834,"n","which is often mistaken for true allergies.","apr",454,2
1835,"u","You can fly with your son, you simply choose not to because of your unfounded fear that something will happen;","apr",454,3
1836,"u","that's a choice you made","apr",454,4
1837,"u","and it can't be blamed on the airlines or anyone else.","apr",454,5
1838,"u","You take far greater risks with yourself and your son every day,","apr",454,6
1839,"e","yet somehow you've managed to live this long.","apr",454,7
1840,"u","You're not able to objectively evaluate your risk,","apr",454,8
1841,"u","which is why you fall into the trap of being afraid of things that are very unlikely to happen.","apr",454,9
1842,"n","Far more people die every year from drowning,","apr",454,10
1843,"n","but I don't think that's ever stopped you from going to a pool,","apr",454,11
1844,"u","or that it would stop you from letting your son go swimming in a pool.","apr",454,12
1845,"u","Instead of conflating the remotely possible and the inevitable. step back and look at things objectively;","apr",454,13
1846,"u","when you do, you'll see there are many things that are far more likely to happen than having a severe allergic reaction on a plane.","apr",454,14
1847,"n","Even so, you can desensitize your son","apr",454,15
1848,"u","so that if he has a true peanut allergy now, he won't in the future.","apr",454,16
1849,"n","If not, then you don't know if they have an allergy, or even to what severity.","apr",455,0
1850,"n","As for your claim that she could die if peanuts are ingested in her vicinity, that is utterly false.","apr",455,1
1851,"n","The only way to have any reaction  is to have contact with the offending allergen.","apr",455,2
1852,"u","So anyone else can eat all they like in her vicinity;","apr",455,3
1853,"n","she just has to not come in contact with it.","apr",455,4
1854,"n","Some people die from a severe reaction to peanuts, but not many,","apr",455,5
1855,"n","and I've yet to find a single instance of an airline passenger dying due to anaphylactic shock caused by peanuts.","apr",455,6
1856,"u","You have a responsibility to keep your child safe.","apr",463,0
1857,"n","You don't let them play in traffic","apr",463,1
1858,"n","but we don't ban cars.","apr",463,2
1859,"u","This is no different.","apr",463,3
1860,"u","It is YOUR responsibility, it is not the airline's or the government's job to keep everything away from people that can hurt them","apr",463,4
1861,"u","Whatever you pick, someone out there has a SEVERE allergy to it that can kill them.","apr",463,5
1862,"n","The shampoo ban is supposed to be to prevent liquid explosives from being brought onboard, not to prevent exposure to some allergic to it.","apr",464,0
1863,"n","Sure I can ""survive"" without eating peanuts,","apr",464,1
1864,"n","but you know what, you can also survive without flying wherever it is you are going,","apr",464,2
1865,"n","I think most tarmac delays are either weather related or traffic related.","apr",474,0
1866,"n","At some airports, there are simply so many flights in an out that they can never keep up.","apr",474,1
1867,"u","Or, when the weather is bad, taking off simply isn't viable so flights back up.","apr",474,2
1868,"u","I think the suggestion of having the airlines and airports create ""holding"" areas for delays is very interesting.","apr",474,3
1869,"u","It would be like a remote terminal for planes that had already boarded and left the official gate areas.","apr",474,4
1870,"u","These remote terminals would allow deplaning and have restrooms, emergency and other important facilities.","apr",474,5
1871,"n","Obviously, there are logistics issues involved,","apr",474,6
1872,"u","but some serious thought about this might pay off.","apr",474,7
1873,"u","There would of course be costs involved,","apr",474,8
1874,"u","but if they're spread across the industry, I can't imagine that the ultimate cost to the consumer would be very much,","apr",474,9
1875,"u","and the availability of such facilities would be a great benefit.","apr",474,10
1876,"u","Such a plan would probably only work at large airports that experience frequent delays,","apr",474,11
1877,"u","so there would need to be a separate set of rules for the smaller airports,","apr",474,12
1878,"u","which couldn't really be expected to build remote terminal facilities.","apr",474,13
1879,"e","I'm a physician, epidemiologist, and mother to a four year old boy with allergies to milk, peanuts and egg.","apr",482,0
1880,"e","My son's dairy allergy is severe,","apr",482,1
1881,"e","and he has had numerous life-threatening anaphylactic reactions to trace amounts of milk,","apr",482,2
1882,"n","which required multiple doses of epinephrine and trips to the Emergency Department.","apr",482,3
1883,"e","Tests indicate that his peanut allergy is worse,","apr",482,4
1884,"e","but fortunately he has only been exposed once to a peanut;","apr",482,5
1885,"e","he put one in his mouth and had a relatively mild  reaction.","apr",482,6
1886,"e","I've traveled with my children","apr",482,7
1887,"e","and despite calling ahead, making requests, and reminding employees at the door, I've rarely had respect, let alone consistency, in any kind of peanut-free buffer zone or flight.","apr",482,8
1888,"e","Several years ago Continental Airlines customer service headquarters informed me that they would serve peanuts on all flights","apr",482,9
1889,"e","as they were unable to guarantee a peanut free flight.","apr",482,10
1890,"u","So why not hand out weapons","apr",482,11
1891,"e","I've sat with my epi pen in hand on a filthy flight with visible peanut crumbs on the floor while a flight attendant insisted on offering peanuts to the passengers around me because ""it was their right.""","apr",482,12
1892,"e","Fortunately for me, my son's peanut allergy is not severe enough that it prohibits us from air travel.","apr",482,13
1893,"e","Now that he is old enough to not put things in his mouth, and to protect himself,","apr",482,14
1894,"u","we are safer.","apr",482,15
1895,"e","However, I know of many, many others in the allergy community, children and adults who simply can NOT fly.","apr",482,16
1896,"e","My son's dairy allergy is quite severe.","apr",482,17
1897,"e","The world would be a much safer place for us if no one consumed milk near him.","apr",482,18
1898,"e","If his skin touches anything that once touched milk, even if it was partially cleaned, he will get severe hives.","apr",482,19
1899,"e","If he consumes even less than a drop, within seconds his lips, eyes and face will swell, he will be covered in hives, vomit, and be gasping for breath.","apr",482,20
1900,"n","Without epinephrine he would probably die within minutes.","apr",482,21
1901,"n","But milk is ubiquitous,","apr",482,22
1902,"n","and milk allergy relatively uncommon,","apr",482,23
1903,"u","so we must protect ourselves.","apr",482,24
1904,"n","Peanut allergy is common,","apr",482,25
1905,"u","and it is a simple step to serve an alternative peanut based snacks for a short period of time.","apr",482,26
1906,"u","The vast majority of potential reactions would be eliminated by simply avoiding snacks that have peanuts or peanut butter as an ingredient.","apr",482,27
1907,"n","Peanut oil is known to contain very little of the actual peanut protein, and would be of little risk in an airborne environment.","apr",482,28
1908,"e","As a physician, I have responded to the call from airline staff asking for emergency medical assistance.","apr",482,29
1909,"e","I am well aware of how expensive and inconvenient it is to ground a plane.","apr",482,30
